Facility ID,Hospital Name,Indicator Name,Year,Infections Observed,Infections Predicted,Denominator,Indicator Value,Indicator Lower Confidence Limit,Indicator Upper Confidence Limit,Indicator Units,Comparison Results,Location 1
943,St Catherine of Siena Hospital,CDI Possibly-My-Hospital Associated,2014,16,,"67,760",2.36,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,CDI Hospital Onset,2014,71,51.61,"47,952",14.61,10.53,19.69,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,CDI Community Onset Not-My-Hospital,2014,58,,"10,938",0.53,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.867522, -73.220213)"
971,Catskill Regional Medical Center,SSI Overall Standardized Infection Ratio,2014,0,4.31,,0,0,0.7,,Significantly lower than NYS 2014 average,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,SSI Hysterectomy,2014,0,0.99,85,0,0,4.04,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,SSI Hip,2014,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(41.7162, -74.72208)"
971,Catskill Regional Medical Center,SSI Colon,2014,0,3.15,48,0,0,6.34,"# SSI per 100 procedures, risk-adjusted",Significantly lower than NYS 2014 average,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,"18,305",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,CRE Hospital Onset Infection Rate- all body sites,2014,2,,"18,305",1.09,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,CRE Admission Prevalence Rate- Bloodstream Infections,2014,1,,"3,438",0.29,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,CRE Admission Prevalence Rate- all body sites,2014,2,,"3,438",0.58,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,CLABSI Overall Standardized Infection Ratio,2014,2,0.82,,2.45,0.3,8.85,,Not significantly different than NYS 2014 average,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,CLABSI Medical Surgical ICU,2014,2,0.82,949,2.11,0.26,7.61,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,CDI Possibly-My-Hospital Associated,2014,4,,"18,305",2.19,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,CDI Hospital Onset,2014,7,10.6,"12,268",7.01,2.04,17.17,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,CDI Community Onset Not-My-Hospital,2014,15,,"3,338",0.45,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.7162, -74.72208)"
977,Cayuga Medical Center at Ithaca,SSI Overall Standardized Infection Ratio,2014,6,5.11,,1.17,0.43,2.56,,Not significantly different than NYS 2014 average,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,SSI Hysterectomy,2014,0,0.29,30,0,0,13.88,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,SSI Hip,2014,2,1.18,117,1.61,0.2,5.82,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,SSI Colon,2014,4,3.63,52,7.35,2,18.81,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,"30,006",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,CRE Hospital Onset Infection Rate- all body sites,2014,0,,"30,006",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,CRE Admission Prevalence Rate- Bloodstream Infections,2014,1,,"6,371",0.16,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,CRE Admission Prevalence Rate- all body sites,2014,1,,"6,371",0.16,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,CLABSI Overall Standardized Infection Ratio,2014,0,1.09,,0,0,2.75,,Not significantly different than NYS 2014 average,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,CLABSI Medical Surgical ICU,2014,0,1.09,"1,268",0,0,2.36,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,CDI Possibly-My-Hospital Associated,2014,9,,"30,006",3,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,CDI Hospital Onset,2014,19,16.83,"18,550",11.99,6.09,21.07,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,CDI Community Onset Not-My-Hospital,2014,25,,"6,371",0.39,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.469864, -76.536913)"
989,HealthAlliance Hospital Mary's Avenue Campus,SSI Overall Standardized Infection Ratio,2014,0,2.25,,0,0,1.33,,Not significantly different than NYS 2014 average,"(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,SSI Hip,2014,0,1.54,177,0,0,1.86,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,SSI Colon,2014,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,"24,499",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,CRE Hospital Onset Infection Rate- all body sites,2014,0,,"24,499",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,CRE Admission Prevalence Rate- Bloodstream Infections,2014,0,,"3,055",0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,CRE Admission Prevalence Rate- all body sites,2014,0,,"3,055",0,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,CLABSI Medical Surgical ICU,2014,,,,,,,# CLABSI per 1000 line days,"Not compared, less than 50 central line days","(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,CDI Possibly-My-Hospital Associated,2014,1,,"24,499",0.41,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,CDI Hospital Onset,2014,3,6.28,"18,986",5.07,0.57,18.56,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,CDI Community Onset Not-My-Hospital,2014,2,,"3,055",0.07,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.922234, -73.999188)"
990,HealthAlliance Hospital Broadway Campus,SSI Overall Standardized Infection Ratio,2014,0,4.86,,0,0,0.62,,Significantly lower than NYS 2014 average,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,SSI Hysterectomy,2014,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,SSI Hip,2014,0,0.33,33,0,0,8.56,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,SSI Colon,2014,0,4.43,61,0,0,4.51,"# SSI per 100 procedures, risk-adjusted",Significantly lower than NYS 2014 average,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,2,,"35,835",0.56,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,CRE Hospital Onset Infection Rate- all body sites,2014,2,,"35,835",0.56,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,CRE Admission Prevalence Rate- Bloodstream Infections,2014,0,,"7,811",0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,CRE Admission Prevalence Rate- all body sites,2014,16,,"7,811",2.05,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,CLABSI Overall Standardized Infection Ratio,2014,1,1.43,,0.7,0.02,3.9,,Not significantly different than NYS 2014 average,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,CLABSI Medical Surgical ICU,2014,1,1.43,"1,663",0.6,0.02,3.35,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,CDI Possibly-My-Hospital Associated,2014,11,,"35,835",3.07,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,CDI Hospital Onset,2014,25,21.41,"21,812",12.4,6.94,20.33,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,CDI Community Onset Not-My-Hospital,2014,19,,"7,811",0.24,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.926429, -73.995462)"
1005,Glens Falls Hospital,SSI Overall Standardized Infection Ratio,2014,10,10.05,,1,0.48,1.83,,Not significantly different than NYS 2014 average,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,SSI Hysterectomy,2014,1,1.13,111,1.18,0.03,6.59,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,SSI Hip,2014,1,1.69,155,0.56,0.01,3.14,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,SSI Colon,2014,8,7.22,151,7.39,3.19,14.57,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,"75,851",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,CRE Hospital Onset Infection Rate- all body sites,2014,0,,"75,851",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2014,0,,"14,030",0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,CRE Admission Prevalence Rate- all body sites,2014,0,,"14,030",0,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,CLABSI Overall Standardized Infection Ratio,2014,0,1.59,,0,0,1.88,,Not significantly different than NYS 2014 average,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,CLABSI Medical Surgical ICU,2014,0,1.31,"1,518",0,0,1.97,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,CLABSI Coronary ICU,2014,0,0.29,356,0,0,8.41,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,CDI Possibly-My-Hospital Associated,2014,8,,"73,213",1.09,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,CDI Hospital Onset,2014,39,62.52,"47,872",6.62,4.21,9.88,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly lower than NYS 2014 average,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,CDI Community Onset Not-My-Hospital,2014,59,,"14,030",0.42,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(43.307292, -73.646082)"
1028,Newark-Wayne Community Hospital,SSI Overall Standardized Infection Ratio,2014,4,3.15,,1.27,0.35,3.25,,Not significantly different than NYS 2014 average,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,SSI Hysterectomy,2014,0,0.64,60,0,0,6.31,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,SSI Hip,2014,2,0.6,79,3.19,0.39,11.51,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,SSI Colon,2014,2,1.92,33,6.96,0.84,25.13,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,"27,128",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,CRE Hospital Onset Infection Rate- all body sites,2014,0,,"27,128",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2014,0,,"5,367",0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,CRE Admission Prevalence Rate- all body sites,2014,1,,"5,367",0.19,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,CLABSI Overall Standardized Infection Ratio,2014,0,1.02,,0,0,2.94,,Not significantly different than NYS 2014 average,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,CLABSI Medical Surgical ICU,2014,0,1.02,"1,183",0,0,2.53,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,CDI Possibly-My-Hospital Associated,2014,7,,"25,530",2.74,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,CDI Hospital Onset,2014,18,17.38,"17,180",11,5.46,19.61,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,CDI Community Onset Not-My-Hospital,2014,27,,"4,616",0.58,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(43.05727, -77.09767)"
1039,NewYork-Presbyterian/Hudson Valley Hospital,SSI Overall Standardized Infection Ratio,2014,5,8.49,,0.59,0.19,1.37,,Not significantly different than NYS 2014 average,"(41.291502, -73.893347)"
1039,NewYork-Presbyterian/Hudson Valley Hospital,SSI Hysterectomy,2014,0,0.26,21,0,0,15.57,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(41.291502, -73.893347)"
